char	pengim	annot
鞅	iang1	
鞁	bi6	
靿	au2	
鞍	uan1	
鞋	oi5	
韃靼	dak4 dak4	
韃靼	tak4 dang3	俗
鞽	kiau5	
鞘	siau2	
鞘	sau1	
鞚	kong3	
鞡	la1	bound
鞠	giok4	
鞬	giang6	
韉	ziang1	文
韉	zin1	白
鞮	di1	
鞨	hak4	bound
鞥	eng1	
鞥	am1	又
鞫	giok4	
鞭	biang1	文
鞭	biu1	俗
鞣	riu5	
鞲鞴	gau1 bi6	
鞴	bi6	
䩺	ong1	
𩍐	deng3	
𩍿	boh8	
𩍿	bou7	
韆	ciang1	
韊	lang5	
骨	guk4	
骱	gai3	
骰	dau5	
骷髏	gu1 lu5	
骲	ba7	方
骹	ka1	方
骸	hai5	
骼	geh4	
骼	lok8	俗
骺	hou5	
䯞	kua1	
𩩍	pian1	方
髁	ko2	
髀	bi3	
髀	bi2	又
髂	ke3	
髏	lu5	
髖	kuang1	
髕	bing2	
髓	cue2	
髑髏	dok8 lu5	
食	ziah8	
飧	sung1	
饗	hiang2	
餈	cv5	
饜	iam3	
餐	cang1	
䭕	zian2	方
餮	tiak4	
餮	tek4	又
饔	iong1	
饕餮	tao1 tiak4	
鬼	gui2	
魁	kue1	
魂	hung5	
魅	mue6	
魃	buak8	
魄	pek4	
魄	toh4	bound
魄	boh8	bound
魘	iam2	
魎	liang2	bound
魈	siau1	
魍魎	bhuang2 liang2	
魏	ghui7	
魑	li5	
魔	mo5	
髡	kung1	
髦	mau5	
髫	diau1	
髫	tiau5	又
髯	riam2	
髻	gue3	白
髻	gi3	文
髭	cv5	
髹	hiu1	
髹	iu5	又
鬅	peng5	
鬏	ciu1	
鬢	bing3	
鬑	liam5	
鬐	ki5	
鬒	ziang2	
鬘	bhuang6	
鬟	huang5	
鬣	liak8	
麻	mua5	
麼	mo5	
麼	moh4	
麾	hui1	
糜	mue5	
麿	muan5 lv6	
縻	mi5	
靡	mi2	
鹿	dek8	
麀	hiu1	
麂	gi2	
麈	zu2	
麇	gung1	
麕	kung5	
麋	mi5	
麖	gian1	
麒麟	ki5 ling5	
麓	lok8	
麑	ngi5	
麛	mi5	
麝	sia7	
麟	ling5	
黑	hek4	
墨	bhak8	
默	mik8	
黔	kim5	
黔	ngim5	俗
黜	tuk4	
黛	dai3	
黝	iu2	
黠	kiak4	
黶	iam2	
黟	i1	
黢	cuk4	
黥	keng5	
黧	li5	
黷	dok8	
黯	am3	
鼠	cv2	
鼢	hung1	
鼧鼥	to5 buak8	
鼫	sek8	
鼫	zioh8	俗
鼥	buak8	bound
鼬	iu7	
鼩	ku6	
鼯	u5	
鼴	ang3	
鼷	hi5	
鼻	pin7	
鼾	huan5	白
鼾	hang1	文
齁	hau1	
齆	ong3	
皻	za1	
齇	za1	
儾	nang3	
